,ID,Text,class
11916,34381, RT @ Navi _ Savitri No one can be like you No one can love like you No one can act like you No one can replace you No one can be true like …,positive
11917,34384, @ cjroy __ @ bakbakbakkerr nah that ’ s some lame shit .,negative
11918,34387, @_ Mansoor _ Ali fuck off pata hai jo tou ne vote dia dramy baaz 😡 beta jis ne b pti ko vote kia wo tari tera roota na … https // t . co / CXGCQVMJDA,negative
11919,34388, RT @ anweshabhagat13 @ anshul _ chavhan @ ashish _ nucmed Hey Anshul totally agree with you but there is a woman deepsealioness see her posts …,neutral
11920,34400, @ malhi _ mgt @ PardueSuzanne @ sha __ re Thank you !!!,positive
11921,34405, @ Akshaym69074206 @ VedpSingh _ vps @ imkpstar @ bhaiyyajispeaks Pappu ka fake to fake kisi k sath taka to bhida hain ....… https // t . co / 1ZDjPYHq8X,neutral
11922,34406, @ IAF _ MCC Kiyun Bhai DamoRADAR Modi Ji Aerial Survey ker Rahe Hain ?,neutral
11923,34408, Manniye . https // t . co / YTjhLqhAAi . r . hero .. me https // t . co / BBInGcIYQZ . indiya,neutral
11924,34414, @ ZeeNewsHindi Ek dum sahi bola hai .... Kuch BHI galat nehi hai ... apke sath apke vishwas pe kaam kiya .. rupala ji unke … https // t . co / xb92c1Bfow,positive
11925,34420, @ sadhavi @ RahulGandhi BJP ne JDU ko jyada seat se ladne diya Iska matlab yeh nahi tha ki BJP kamzor hai par inka f … https // t co / yckYyx4XXT,neutral
11926,34424, @ narendramodi j aapki jeet dhrm ki jeet hue hai mangalmay ho . manglwar ko air strikes desh ki jeet ka karan bna mod … https // t . co / Dfi7pHT11J,neutral
11927,34425, @ princenarula88 bhai mujhe pata nehi hai ap ye dekhoge ki nehi par bhai mai aunga is show mey 4se 5 saal ke baad m … https // t . co / HoEz3czxxJ,neutral
11928,34427, @ AmitShah @ narendramodi Dhanyavad amritsar ji desh ko aage le jane ke liye aapko is pad par aana param avashyak tha … https // t . co / BJBDGQmgBu,neutral
11929,34432, @ vikasbha Lagta hai payment ke sath bonus bhi mila hai party se . Idiot vikas . Fake video post kar raha hai . Shame .,negative
11930,34436, Diya kumari dil se aane wali he fir se @ modi ji fir se aane wale he dilse @ congratulation for rajsamnd @ https // tco / y0ZCtqIs8Q,positive
11931,34439, @ Nehr _ who Haan aur tere baap ne to jaise pura angrezo ki chauni uda ke aagaye the freedom movement ke time 😂😂,positive
11932,34440, @ BeingSalmanKhan Wow ..... you both really amazing I just want ap dono bas hamesa sath raho 👌 💑❤💕❤💕❤💕❤👍👌☺,positive
11933,34441, AGAR GALTI SE YE BHOSDIWALA TRUCK K NICHE AJATA TO AZADI KA RANDI RONA KRNE WALE AJATE BHOSDI K KI HUMARA BEKASOOR … https // t . co / TLPYdz5lXT,negative
11934,34448, Har maa ko apna beta pyara par koi hadd ? 😂😂😂😂😂 https // t . co / PhvuXV8aB3,neutral
11935,34450, RT @ Alhamdhulillaah You know you love someone when you pray for them more than you pray for yourself .,positive
11936,34451, @ PiyushGoyal sir ji mai vikas tiwari meri taraf se aap ko namste dishtik bhadhohi tahsil aurai uttarpradeh ke madha … https // t co / mAzVpftp79,neutral
11937,34453, Respect karay mujhy .. Hate tub hoti jub wo khud ko hujoom main phansa lyty bus wahin sy nafrat start aur main chohr … https // t . co / G7Vb8nCFOJ,neutral
11938,34455, Goooooooooooodddddddd Niiiiiiiiiiighttttttttttttttttttttttt meri beautiful MissUniverse .. my pyaari PariiiPrincess … https // t . co / suVxmW9Kro,positive
11939,34458, @ KuamarViru Haha lol Ab tau yeh hi kaho ge na tum . Asliyat aur aukat jo samnay aa rahi hai ahista ahista . Pata nahi … https // t . co / 0zl4nPBkm1,neutral
11940,34464, @ shehryar _ taseer @ SalmaanTaseer Happy birthday to sher e Punjab shaheed Salman Taseer ❤,positive
11941,34465, RT @ kikusharda Thanks for all the love for this weekend episodes of # TKSS . We shall keep doing our best to ENTERTAIN 🤗🙏🏻@ SonyTV @ KapilShar …,positive
11942,34470, Aap Tamam e Hazrat ko meri taraf se a Eid ul Fitr bahut bahut mubarak ho Md Saqib Raza Faizpur Sitamarhi bihar,positive
11943,34471, @ farah17khan @ AnupamPKher Aap ko kiya milla BaBa Ji Thullu 😂😂😂😂 BJP PARTY ALL WAIS GOOD PERFORMER BT Some dirty people have BJP bacteria 😂😂😂,positive
11944,34473, RT @ bookaholic _ am @ Arshathz My neighbor seeya at his death bed wanted to see ' zeena duwa ' my mom . Aachi never eats polos a day without …,neutral
11945,34475, @ PeepingMoon @ iamMithunDa @ iamsunnydeol @ Rahulrautwrites Mithun sir ..... appko aur aapke bete ko bahut bahut shubhka … https // t . co / 3vGHOjjO1W,neutral
11946,34484, Zaru this is not done 😭 hockey stick ko acche se use nhi kiya .. could hve killed that zeenat na ... sar phod deti 😒 # IshqSubhanAllah,negative
11947,34487, pay India a visit . Interview poora hi yahan par shoot kar lete now he ll realise . And I hope he readies it soon ... b … https // t . co / 2IaQVyU7iS,neutral
11948,34489, Keh ke liya he is an MP from Bangalore south and we are proud of him he won with a margin of 3 4 lacs … https // t co / JWuW9B9GkR,positive
11949,34491, @ ExSecular Toh mat karo mehnat aage se Don't need these kind of people,negative
11950,34501, @ MaryamNSharif Shame on you Bhagooori . Jo Tumharay Baap nain paisa loota hai . Kaash uss se Hospital banaye hotay tu … https // t . co / abih46ZBOQ,neutral
11951,34509, @ Banarasi _ mata Development pe jo vote milna tha wo to mila hi baki to cogress ki mahima hai ....,neutral
11952,34519, Aaj se shuru krna Hy isi liye bta RHA 😁 https // t co / 2q3xp4e1UQ,neutral
11953,34521, @___ Tinka Yes shit I ’ m going through one,neutral
11954,34522, I love Ambareesh Annaji I miss you Annaji https // t co / btbNu1Z1R7,neutral
11955,34525, 25 We TaqRat Mubarak hu ap sb ko SHABE JuMMA Mubarak ❤️ Mahe Ramazan ka akheri JuMMA Mubarak ❤️ 😭😭😭 https // t co / fxqk8cXNUw,neutral
11956,34526, @ asadowaisi @ Prksh _ Ambedkar Owaisi sahab aap k mai bahut khilaf tha aur aap ki baton ka mazaq udata tha lekin 2019… https // t . co / gAM1tJkeDQ,neutral
11957,34529, Can't wait til Didi comes back so Morales can go,neutral
11958,34533, @ sadhavi @ RubikaLiyaquat ye duniya ka woh kayar tha jisne nehru ki ayasi ke liye desh baant diya ...... noton pe hi a … https // t . co / pb3UERyrJj,negative
11959,34535, @ SAMRIReports In me se koi be chootiya scholar nahi and they have no understanding of social or literate understand … https // t . co / UD2dHrT8Yq,negative
11960,34536, @ Box _ Off _ India 2018 ka pata nahi aur 2019 ka Classification de diya,neutral
11961,34545, @ Debi _ Ann @ JoebiWan94 @ Scripp0 @ philhayman2 EvErYoNe WhO dIsAgReEs Is A BOT hurrr durrrr russians and nazis and shit,neutral
11962,34549, @ azkhawaja1 Kyuu kraye ho apni bezzati tum ? Self-respect hee nhi hai tum logo mai . Jhandu log 105 mai dher hogye . # pakistanjhandu,negative
11963,34551, RT @ SachPti @ awaisafzal0 @ bajilubna @ NJLahori Or sun es ka jo kazab ahmad qadyani h os ne apne kitab me kaha k nab e pak s . A . W . W k bad …,neutral
11964,34552, so i couldn't get no one to cover me for my birthday / but im going to open that day so i mean i guess it's okkk,positive
11965,34562, @ Dr _ Uditraj @ cp4bhai Mandir Dalit k BAAP ki hai kya ? Kya kaha tha Ambedker ne Mandir nahi jaenge aur naahi pandito … https // t co / hHzTR78GAh,neutral
11966,34564, @ nt _ d _ grlnxtdoor @ tavleen _ singh @ mnshzz Kunki bjp ko chahie hi nahi,neutral
11967,34573, @ RahulGandhi Sir constitution bachane wala menifasto hota to 52 nahi hoti 303 hoti aap ke paas . Aap ne apni family … https // t . co / ayK2e7NQrS,negative
11968,34586, RT @ FarooqHareem Big day for # Pakistan today at the # CWC19 praying for the Team Green this Jumma tul Wida with the rest of the country ‼️…,positive
11969,34597, RT @ ManishP12393643 Congress ka barabri krne me BJP fail ho jayegi kyuki BJP 60 SAL KV RAJ NI KR PAYEGI https // t . co / JvkMfIPLR5,negative
11970,34599, @ cinelunatic 😁😁😁 all credits my guru content provider Jai Modi ji Jai Bajrangbali 🙊🙊😂😂!,positive
11971,34609, @ CBhopali Puri Bhai ji ye chutiya ho gaya hai jabse isko naukri se nikala hai ye BC anti modi hi likhta hai C … https // t . co / pZNpXRpnVA,negative
11972,34612, RT @ iAdnanOfficial iss ne ab apnay bachon ka jeena haram kr dena hai https // t . co / VS0aCh1b79,negative
11973,34613, @ nickeldimedolla I ’ m not even ganna say what I wanna say 🙂,neutral
11974,34619, @ Ab17Mr360 @ geonews _ urdu Bus youthia ho ur chawal na maray ho nahi sakta . Meri wasy tu bahan ha nahi koi mager Alla … https // t . co / ukroVEVFZ0,positive
11975,34624, @ Matiullahjan919 @ OfficialDGISPR Yeh tera subject ni agar tm 1 br fauj ki punishment ka procedure dekh lo tou hmes … https // t . co / 3hvjdPulKw,positive
11976,34626, RT @ SmileyHeart0017 aaj ik aur baras beet gay ā us ke baghair jis ke hote hue hote the zam ā ne mere # AhmedFaraz,neutral
11977,34633, @ Nivi _ Fanclub @ SaraviSidni @ AshviniYardi @ ZeeTV @ ZEE5India # WeWantJRSpinOffWithNivi @ AshviniYari @ zeeTv @ zee5India … https // t . co / ifOgZniqMD,neutral
11978,34638, @ kapsology Ae chomu tere aapiye hi manege ye ch * tiya baatein 😂🤣😂🤣 Chunav sarkari khazane se nahin lada jata nahi … https // t co / VdqQd9kDsX,negative
11979,34641, Bc Kuch log itne sad Posts share krte h fb kholte he Depression m daal dete h 😔,neutral
11980,34644, Best G 😇😇 d M 🥰 rning my lord @ Gurmeetramrahim ji Bless us with more Sewa Sumiran & Parmarth Aap ji de charna naal a … https // t co / LGO3t82I9G,positive
11981,34654, Narendra modi jindabad https // t co / yNYnGg71ux,positive
11982,34658, @ Saurabh _ MLAgk Kabhi aana mandur logo ka paseena dekhne .. aise ac walo ka paseena na dhikhawo .. Don't shout .. PPL wi … https // t . co / HRSfxQ9b3U,neutral
11983,34660, Pradhanamntri ki kurshi ki izzat hamesha ki jayegi Lekin us vyakti ki bilkul bhi nahi jise desh pujipatiyon ne apn … https // t . co / 95FxKOXOuG,neutral
11984,34663, Congratulations Hon . Prime Minister @ narendramodi on your victory . We want ur back n now finally ur back with prachand bhumat ✌✌,positive
11985,34667, RT @ ramal _ fatima @ AhmedRazaQadri UMMRAH LUCKY DRAW ( 3RD ) AHMED BHAI K KHUBSURT ANDAZ ... AS A HOST MASHAALLAH YOU ARE SIMPLY THE BEST …,positive
11986,34669, RT @ satguruterirhmt # SecretOfPositivity @ derasachasauda @ Gurmeetramrahim papaji Dhan dhan satguru tera hi aasra Good morning ji . mugje tu …,positive
11987,34673, @ NokwalManjit # GOOD MORNING FRIENDS # ITSNEWDAYHAPPY MORNING AND DAY AHEAD # SAT SRI AKAAL MANJIT JI # STAY BLES … https // t . co / fYWyMK7iX3,positive
11988,34678, Phir se lut chalu ho gaya Bjp walo tumhe kuch chut mil raha hai ya nahi Milna to chahiye q ki … https // tco / nWgui2bf1J,neutral
11989,34684, @ EkAbhijeet @ ujjwalanand007 Abey khud apni gaad kyu marwate ho Self troll hote ho,negative
11990,34687, @ narendramodi @ ChuckRobbins Hardik subhkamnaye respected prime minister 💐💐💐💐 u deserve sir 🙏🏼🙏🏼🙏🏼 India aap ke sath hai,positive
11991,34700, @ bharathbunny27 @ mayankpande1983 @ kishanreddybjp @ FilterKaapiLive @ BJP4Telangana Lol . Chalo Anna . Happy Telangana day . Jai Shree Ram .,positive
11992,34716, @ asra _ dar Aziz miyan Thank you very much for RT & liking my poetry your appreciation boosts my zeal & motivate me … https // t . co / hhP2DSthac,positive
11993,34719, RT @ Lopamudra __ @ suhana7880 @ Guru __ 007 Tu Kaun Hai Ye Aur Batane Ki Jarurat Nahi hai Tere Mai kitni himmat hai ye Bhi Batane Ki Jarurat …,positive
11994,34723, Best friend bus wohe hai jisky liye teacher yeh sub kahy Tum donun ka kucch Ni houskta . Iske saath ghoomna band kr … https // t . co / OZqJIc4UoL,positive
11995,34724, @ LagbhagSecular @ GautamGambhir Kejriwal ji aapka jadu aapki safayi karney key liye ready hai .. aapka broom jhado i … https // t . co / kfsm2hpLk5,neutral
11996,34729, Sexy bakoo HAHAHA — Tagal kong pinag isipan Shempre hindi 😂 https // t co / wP9OY53v5J,neutral
11997,34730, World Wide ye nara hai World Cup hamara hai Jeet ki teyari hai 🇮🇳 India Sab pe bhaari hai 💪 Best of Luck King's … https // t co / HXhREAhIQW,positive
11998,34732, Outstanding looking bhau god bless you all the best 💥❤ https // t . co / qetrkp3cKS,positive
11999,34735, @ cricketaakash sir Ye ICC ke jyadatar events ENGLAND me hi kyu hote hai Jabki ye fix hota hai ki har dusra match … https // t co / HPnKMBtzex,neutral
12000,34739, @ TheSortedChaos Laga hai apke kisi ne wheelchair hi daal Di hai tabhi itna dard hai burnol lagao nahi to khooni b … https // t co / 4Mh7DPBdsb,negative
12001,34743, @ Shadab078621 Ami b utha k keh rahi koi dkhega to kya kahega Koi q dekhega yrr or agr dekha b to mene konsa co … https // t co / 7VbgInZHPR,neutral
12002,34748, @ Dr _ Uditraj or tumhare jaiso ko to bilkul bhi sambandh kharab nahi karana chahiye kya pata kab party badalni pad j … https // t co / eTweCphXSt,negative
12003,34750, @ Es0t3ric Great ..... but smile hoti face py tu or b awesome lgti @ Es0t3ric,neutral
12004,34752, The Max Fashion way showcases true spirit of Ramadan with heart-warming campaign ‘ Iss Eid Dil aur Darwaaze Khule Ra … https // t co / KLKibWg0Ot,positive
12005,34754, RT @ RTL _ AdellHarris This is cute Shareef !!! I love it # RefuseToLose ☝🏽❤️🤓 https // t co / LvJxIoR2Hu,positive
12006,34762, RT @ Anshika00195447 # MPAPJOINING @ jitupatwari @ highereduminmp @ CMMadhyaPradesh @ anandibenpatel @ jitupatwari Ab Nahi Chaleg …,negative
12007,34767, RT @ Afreen98444 I hv one idea for dipti aunties show .. Which says stick kavya back to Vyom n humara ladka ko wapas dedo Hume # ZainImam w …,positive
12008,34772, @ RubikaLiyaquat Sarkar ki nahi par .. aisi journalist ko kuch aata hin nahi . bass chillane se bade anchor banjaoge to … https // t . co / 2WDZKGOtOW,negative
12009,34779, Wah wah Atif @ atifthepoet Zanjeer Salaamat hay jhankaar Salaamat hay ! Thank you @ SalmanHydr & @ AWGoraya for your … https // t co / Tdg8f3oNjT,neutral
12010,34781, RT @ Otunba _ of _ Gajo Alhamdulillah today is the last friday of ramadan kareem May Allah ( swt ) forgive our sin Accept our daily ibadat Bless u …,positive
12011,34784, @ AmitShah @ narendramodi Apke home minister banne se kitno ki pant gili ho chuki hai sir ji . By the way heartiest congratulations .,positive
12012,34794, @ iamsrk sir Aaj apaka byju's wali ad dekhi apako ek Tamil film me villain wale look me dekhna chahate hai .. my god hit hogi film ..,neutral
12013,34795, @ TechnicalGuruji @ YouTubeIndia Guruji ki tech talk dekhe Bina toh neend hi Nahi aayi 🙂🤗😌😗😙😚😘😍🤩,neutral
12014,34798, @ RishiKapoorFC1 @ chintskap Sirjiiiii app great hoooo I like this video very much shukriya sirjiiiii musican Koo itn … https // t . co / GplU6lGg68,positive
12015,34801, Thank you so much bhayya Love from bottom of my heart ❤️ I am socked because rd mujhe khan saab bola wowwwww I can ’… https // t co / Pa1nkm9HDo,positive
12016,34802, @ Makeadvice1 @ Rishi _ INC @ ppbajpai Oye laudu apne gyan ki batti bana aur apne gaand me bhar le tera ched maine gaand … https // t . co / pJldEy03su,negative
12017,34805, @ chitraaum @ aajtak @ BeingSalmanKhan U shud not call such criminals on ur show Saale ne maasoom logon pe apni gaadi chadha di thi Qaatil,negative
12018,34806, @ TonkPolice _ Very nice stand against anti social elements thanks Chuna Ram ji so much for your efforts and efficient working,positive
12019,34814, Abh toh yahi chalega . Jai shri Ram https // t . co / TftQ8WgNw8,positive
12020,34816, @ LambaAlka Delhi ki lokpriya neta ko chahiye ki apna nakli vote bank wala nakli secularism chor kar .. sabka sath sa … https // t . co / XKDfeQt3M9,negative
12021,34818, @ realblackstar4 Correct ... yahan toh bahut hi zyada violence hua pr hmlogo ne vote jake diya ..... roads pe dhmki mil … https // t . co / qFS6YwX51d,neutral
12022,34824, Happy birthday Mairoooo @ MMaitambari May the Almighty bless you with the best of both worlds ! I wish you good hea … https // t co / nuADXqqQVQ,positive
12023,34842, @ narendramodi Namashkar modi ji . Aap desh ka bhavisya hai . Yaha ki puri aabadi ke liye bhagwan ka roop lekar aaye h … https // t . co / yVe4kyXkY7,positive
12024,34843, RT @_ Ali _ zay _ Dost ho ya parinda usse azaad chordo agr lot kr aya to tmhara hai or agr nahi aya to kabhi tmhara tha hi nahi ... . . . # zayw …,neutral
12025,34848, @ PMOIndia Jai Hind sir main Prashant Rathore aapse request Karta Hoon ki pubg game ko India mein ban kar dena chah … https // t . co / pJK8ywiw5Y,neutral
12026,34851, @ mukeshmarda @ SadhviRutambhar @ SinghTivendra Jo state me congress ki sarkar hai udher 50 me milta hai kya petrol ? 🤣,neutral
12027,34853, @ Sushan840 @ LagbhagSecular Ye kehna galat hai mai punjab me rehta hu or muje pta ha kese purane daur ki fotos or v … https // t co / gpEcRVRFEH,positive
12028,34854, @ Destined _ Parth @ PR1CELES5 Bhai ekdum sahi banaya,neutral
12029,34855, @ MHafeez22 O bhai jaan England say tou series har gaye hoo magar World cup main kutch rizq halal kar leena Sirf se … https // tco / T3r1zOQeUk,neutral
12030,34858, @ MattiRutonen @ Asminn33 @ Kurdish _ Land Good morning my dear friends Guten Morgen Roj bas 🇫🇮,neutral
12031,34859, RT @ ZeeTV Non-stop hoga entertainment par kaun dega performance sabse best ? Watch out for # SRGMPLilChamps Sat-Sun 9 PM . @ BeingSalmanK …,neutral
12032,34860, RT @ najmul9650330 @ RahulGandhi Sir really You are great personality Zindagi me haar jeet to hoti rahti hai sir ek din apna bhi din aayeg …,positive
12033,34861, @ SrBachchan bcz my maa paa with me always 102 Not Out change my life my paa maa n u aur aap logo ki life ka journ … https // t . co / JFb4kqVNxo,positive
12034,34876, @ GautamGambhir tum bhi secular n bno wrna kahi ke n rhoge Jinke liye tweet kr rhe ho wo vote nhi dete hai aur Ma … https // t co / Gq4YItFNvT,negative
12035,34878, @ DaLaLaLand @ zainabsikander @ SauravDatta29 Sansad ki garima corruption ki wajah se jyada kharab ho rahi hai janab ..… https // t . co / 2FqSpq5ara,neutral
12036,34879, @ narendramodi @ VNarayanasami Sir Aaj to party hai Mujhe kisi ne invite bhi nahi kiya Mana Sir fake news dal de … https // t co / inl0ZWW2Vh,neutral
12037,34882, RT @ DILIP8PARMAR @ MomentsIndia @ ECISVEEP To woh Dusri Evm kha se aayi ?? Uska toh Ans Do # EVMHacking 19 lack Evm kha gyi ??? # EVMScandal …,neutral
12038,34884, @ Rangoli _ A Pancholi & veteran ... good joke .. with barely 2 emotions he is being branded as actor ... lol,neutral
12039,34887, And it begins # Modi2point0 Best wishes for the second term Sri @ narendramodi 🙏🏾😊 Vande Mataram 🇮🇳🙏🏾,positive
12040,34890, @ sanjaynirupam To chutiye poore paise Dede aur uh he unemployment Ko badhava dete rahe Hena tum chahate kya ho be … https // t . co / RUOAzd14Qc,negative
12041,34899, Ajeeb si halat ho gyi hai tere jane ke bad Bukh hi nhi lagti khana khane ke bad 😒 Mere pas 4 samose the 2 phle k … https // t . co / 0nG2DqXJND,neutral
12042,34904, @ ImaanZHazir A kind father and a good doctor he always advised my kids beta Dawai achee cheez naheen,positive
12043,34906, @ aimim _ national @ asadowaisi Owaisi tera Kuch Nahi ho Sakta hai Tu suar tha suar rahega Jo muslman ISS jinna ki baat … https // t co / nCYCfjd0Rh,negative
12044,34908, @_ jkimary @ jkimary @ BTS _ twt insha'Allah I'll get 💜 thank you love,positive
12045,34910, @ rssurjewala @ INCIndia Abhi to BJP Ko 303 aaye hai congress wale sadme me chal gaye 2024 me jab BJP 400+ aayege to … https // t co / CozW2rtVEU,neutral
12046,34920, RT @ Vliveofficial [ V LIVE +] 6/23 ( SUN ) 7PM ( KST ) BTS 5TH MUSTER [ MAGIC SHOP ] LIVE STREAMING in SEOUL ! 멀티뷰와 함께 즐기는 머스터 실황 생중계💜 623만 기다립니다..…,neutral
12047,34923, @ aditi _ tyagi Happy birthday aditi tyagi Bhagvan se prathna karta hu ke apka khudka channel khul jaye aur pura din a … https // t . co / llB9ipSKDb,positive
12048,34925, @ Shaheenayaz82 @ MianIftikharHus We will see you all at once Sarkoon pr nikalne k liye 56 inch Ka jigra chahiye Jo … https // t co / SBURzk1DkD,neutral
12049,34926, @ ayesha775 @ WaseemBadami @ WBStores @ AmmaraNaeem4 @ RabeaMirza13 @ SavairaKhan2 @ SyedasukainaHu3 So true # Favourt ❤❤ hamesa ❤,positive
12050,34929, RT @ WhaJoTalkinBout receptionist sit wherever you ’ d like me thank you I ’ ll be in my car,neutral
12051,34930, Jumma tul vida tomorrow Gonna wear my best new clothes some sassy makeup and my fav gold earrings Tmi I know,neutral
12052,34934, RT @ KingSRK _ 14 @ Akkikafan5 R @ ndi ka pilla self troller @ Akkikafan5 Ye dekh bh @ sdi ke SRK ne Tax bharke Teri bah @ n ka bh @ sda faad diya A …,negative
12053,34937, @ ReallySwara @ mimichakraborty @ nusratchirps here come best wishes from the biggest panaut of india allah bachaaye ab inko,negative
12054,34942, RT @ mrjaihind @ TarekFatah See absolutely nothing wrong with that . He is dressed well looks good embraces his culture is confident enoug …,positive
12055,34944, @ myogioffice sir hamare gram panchayat siswa mela 271206 pachpedwa me koi tube well Na hone ke Karan poora ganna so … https // t co / Knmyhe3Ufk,neutral
12056,34952, # KatrinaKaif I'm scared of # Akshaykumar ! # candid # interview # Bharat @ talwar _ puja so Happy to work with you on … https // t . co / NJs71Ukllv,neutral
12057,34961, @ ChhaviDr @ ArvindKejriwal @ SanjayAzadSln Ek unmein se main bhi hun Jaldi humlogo ka ek bahut bade aur dhurandar y … https // t co / YckwPNpU0c,neutral
12058,34966, @ rajnathsingh All the best sir Only one suggestion No Kadi Ninda business with Pakistan . We want proactive ac … https // t . co / crjrBBP90D,neutral
12059,34971, Main to panauti nikla Bc 😂😂 https // t co / VIN0MwQinl,neutral
12060,34975, @ iamhamzaabbasi Ghulamon k is mulk me koi poochnay wala nahi k 1971 me iqtedar kis k paas tha ? Operation search lig … https // t co / Yh5FRj5vWs,negative
12061,34978, @ AkshitPatnaik @ HeavyHeavyd Ah okay Haven ’ t been following @ UnaiEmery _ so can ’ t say much Joke tha saale,neutral
12062,34985, @ Pks94509004 @ annucricxpert Chutia ho kya tum log khud se team ku nhi bana rahe crore pati kr rahe inn logo ko 😠 h2 … https // t co / oYZWznmsHc,neutral
12063,34986, @ narendramodi @ PemaKhanduBJP MODI JI I AM YOUR BIG FAN I AM BIG POLITICAL ADVISER MODI JI DELHI KAA C M BANNE KE LI … https // t co / iLVjCJo3cP,positive
12064,34998, @ narendramodi Ab app logo ki Bari jis himmat aur mehnat se Aapne is chunavi prachar me Jee jaan lagakar Desh ki Jan … https // t . co / wLcaM6Uyrw,positive
12065,35007, PM Narendra Domodar das Modi jee very very congratulations is bar besabri se desh ki janta j & k ka remove article 35… https // t . co / 2YSYsbQ2Wt,positive
12066,35009, @ narendramodi Modi g ko mera pradam aur jeet ki Subhkamna mera aap se nivedan hai ki sabhi government schools aur c … https // t co / CS50ELztlq,positive
12067,35014, @ narendramodi sir ap ko pm bane parbhout badhiya sir hamere desh ka ek bhout bada muda hai aj kal aur har koi us s … https // t . co / JkNXa5Ahs9,positive
12068,35015, @ Abhishekkar _ Means bachpan se hi Multi talented insaan hain aap Kya mast gaya aapnerefreshing one Background me … https // t co / QyMaN9gzcS,positive
12069,35030, Agar sach me bahaduri hai to rajneeti chhor kyon Nahi deta mader Tera baap Amethi haar gaya https // t . co / pgSZCkRuS6,neutral
12070,35034, @ SanjayAzadSln Tum bhnchd delhi se bhi jaoge Sirf 4 school chamka kr ye smjhte ho delhi ki sb problem solve hogyi ?,negative
12071,35035, @ Oye _ Aisha @ itx _ awari @ sunoo _ chanda @ lotus _ hun @_ its _ TAD07 @ oyeduaasheikh @ itxduakhan @ kazmi _ shahkar @ parran _ mar @ aayeshaaw Good hai,positive
12072,35036, @ BCCI @ DineshKarthik @ RajalArora Happy b . Day dk pls performance me dhayan do,neutral
12073,35037, @ Ra _ Bies Is Baba Barkha Bangali Driver Wale you are talking bout . Bahut pahuche huye baba hain .. sorry the .. Ministe … https // t . co / kdNtFI8Yxj,neutral
12074,35039, Rahul ke sath itali bhejdiya jayega Marne se kiya milegi Marna hi hota to upvash nhi chhodvate tera ye bat chos le … https // t . co / i95o0bcr10,neutral
12075,35041, Mujhse galti ho gayi mere muh se nikal gayi main aaj mar hi jaunga . These words are inspirational .,positive
12076,35047, RT @ ArianaGrande okay i have to get ready for reh .... love u the most . see u tomorrow night .,positive
12077,35052, RT @ WeirdlyProbable Pakistani cricket team is the most entertaining team in the world . Indian politics ke baad sabse jyada content yahi mi …,positive
12078,35054, @ tinygums YAYYYYYY IM HAPPY FOR U 💜 im sure its socute )-,positive
12079,35058, @ Leko _ Nana Eish bruh 😩🤦‍♀️ you'll be here moes end of Phela don't forget we're married,neutral
12080,35059, Modi sala desh ka p m fir se ban gya chor sala bikau media abp aaj tak india newse sab sale bikau hai tensN mat lo … https // t . co / DQ7tDd0SOT,negative
12081,35060, Muslim ko goli mar Diya . Cow ke name per mar pit Kiya . Ye Kam BJP or NDA ko kahi badname karne ki sajis to nahi ? Th … https // t . co / ga7kCzLzAL,neutral
12082,35066, @ ZeeNewsHindi Desh me jitne bi NGO hai une jel me sadavo ye NGO jentta ka seva nai karte ye NGO desh durohi kaam … https // t . co / Q0dzm4jPKf,negative
12083,35068, @ HrithikianKrina @ rameshlaus @ IABHI _ HR @ msdhoni Sachin sehewag yuvaraj kholi z khan gambhir homme ground first work cup it ’ s not good team,neutral
12084,35072, @ YADAVJITENDRAR1 UP Bihar ke ahir hi ye kaam karte the warna baki rajyo ke Yadav to hamesha raaj kie hai aur raja … https // t . co / eeXEk8Tw7L,neutral
12085,35073, Jb ap khud chor ho to kisi Ke Upar chori Ka aarop nahi lagana chahiye sare ghotale tum or tumahre party ne kiye or … https // t co / jl200auDCE,negative
12086,35079, @ follow _ saurav Nice one .... unn ke sth record aacha hai inn ka ..... asia cup interview yaad hai kisi ko ....,positive
12087,35081, @ nain _ krish @ barnala6 @ mandeep4200 @ ChandanaRao13 @ sandeepsingh17 @ bhailal _ jadav @ meena _ kaur123 @ msbansal … https // t . co / 8jOWWvTfuI,neutral
12088,35083, Best wishers to Mayur Mahanta and Rishikesh Adhikary for 36 Days # HimalayanAsphalt Tour from Tomorrow . Thank You f … https // t . co / Qbt253FADE,positive
12089,35084, @ DarpanDas Hi Darpan ! We are excited for you to be a part of us ! Let ’ s choose a plan that best suits you and fill … https // t co / MJSpKjfUBu,positive
12090,35086, @ MashwaniAzhar @ Ahmad _ CG @ MahmoodK69 Ub hum sarkar ka mukabla tu nhi ker sekty akhir is shaher mai jeena bhi hai 😀,neutral
12091,35091, @ 1nsafian khadim rizvi ka kia muqabla is kutte k saath usse to 35 lakh vote mile they iske kon ha supporter bas ja … https // t co / wedm8zdrdB,negative
12092,35093, @ AcharyaPramodk Jai Ho hindutva https // t . co / ISESvDeH2d,neutral
12093,35095, @ cricdrugs _ @ FantasyCricTeam 2 Contest Main Dono Opponent Ka Captain Bairstrow 😂😂.. Abhi App Khol Ke Bhi Nahi Dekhunga,neutral
12094,35097, @ WhoSunilGrover Eid ke mauke per arahe hai apne Salman Bhaijan lekar Bharat the movie Unke fans ke liye yeh Eidi hua unke taraf se 🙂,neutral
